id,ACTION
421,0.953585
422,0.921044
423,0.904161
424,0.939658
425,0.919879
426,0.968487
427,0.961881
428,0.897995
429,0.917389
430,0.956984
431,0.933753
432,0.968524
433,0.969727
434,0.943175
435,0.942083
436,0.918822
437,0.959558
438,0.939419
439,0.946731
440,0.947470
441,0.949982
442,0.609477
443,0.972201
444,0.972533
445,0.977368
446,0.680008
447,0.443054
448,0.945439
449,0.967210
450,0.541933
451,0.937550
452,0.940406
453,0.973332
454,0.987880
455,0.902024
456,0.953303
457,0.938226
458,0.689349
459,0.956342
460,0.956186
461,0.951675
462,0.970676
463,0.964936
464,0.974022
465,0.937670
466,0.891495
467,0.898188
468,0.955203
469,0.953997
470,0.964038
471,0.949478
472,0.943765
473,0.953710
474,0.942886
475,0.971275
476,0.957725
477,0.865501
478,0.892565
479,0.984546
480,0.874989
481,0.946791
482,0.953361
483,0.927005
484,0.940060
485,0.935687
486,0.894963
487,0.924754
488,0.791024
489,0.895964
490,0.964459
491,0.956861
492,0.968832
493,0.953242
494,0.956275
495,0.930748
496,0.952629
497,0.753968
498,0.937109
499,0.892480
500,0.949520
501,0.925178
502,0.957185
503,0.954585
504,0.555183
505,0.925379
506,0.954724
507,0.938939
508,0.896630
509,0.918167
510,0.949276
511,0.951990
512,0.926212
513,0.928069
514,0.934793
515,0.938278
516,0.952542
517,0.952065
518,0.960945
519,0.953319
520,0.970495
521,0.953200
522,0.955228
523,0.978957
524,0.948597
525,0.948625
526,0.965488
527,0.832494
528,0.612571
529,0.948459
530,0.963641
531,0.841258
532,0.913904
533,0.956313
534,0.872615
535,0.921675
536,0.948767
537,0.981084
538,0.951824
539,0.333597
540,0.935684
541,0.626097
542,0.965524
543,0.953130
544,0.881700
545,0.938163
546,0.863962
547,0.979962
548,0.950791
549,0.962125
550,0.936239
551,0.856329
552,0.930604
553,0.955833
554,0.949252
555,0.955811
556,0.598570
557,0.959052
558,0.946254
559,0.972349
560,0.937867
561,0.926795
562,0.845189
563,0.922482
564,0.853674
565,0.448471
566,0.919060
567,0.845775
568,0.942709
569,0.977242
570,0.958420
571,0.928480
572,0.954932
573,0.834582
574,0.966415
575,0.950984
576,0.944950
577,0.973634
578,0.943496
579,0.948599
580,0.763618
581,0.160216
582,0.907419
583,0.916595
584,0.958234
585,0.967379
586,0.924516
587,0.958045
588,0.959787
589,0.842493
590,0.832066
591,0.888593
592,0.954458
593,0.957643
594,0.826724
595,0.959798
596,0.961209
597,0.938588
598,0.966381
599,0.851999
600,0.905372
601,0.770750
602,0.948052
603,0.482883
604,0.951663
605,0.962612
606,0.925887
607,0.940182
608,0.967220
609,0.912073
610,0.958286
611,0.813800
612,0.946103
613,0.810010
614,0.899131
615,0.965046
616,0.961110
617,0.969004
618,0.954609
619,0.975808
620,0.897272
621,0.091304
622,0.966380
623,0.900925
624,0.954418
625,0.947867
626,0.948907
627,0.959082
628,0.947825
629,0.942564
630,0.956818
631,0.920043
632,0.932490
633,0.924662
634,0.899315
635,0.941026
636,0.973236
637,0.937873
638,0.962706
639,0.971010
640,0.947419
641,0.949533
642,0.961688
643,0.960211
644,0.528336
645,0.958169
646,0.968320
647,0.874582
648,0.903275
649,0.890720
650,0.953696
651,0.977238
652,0.961579
653,0.839306
654,0.942027
655,0.827278
656,0.927289
657,0.865589
658,0.944050
659,0.949227
660,0.726894
661,0.892361
662,0.931363
663,0.937446
664,0.930345
665,0.883950
666,0.955302
667,0.413256
668,0.967380
669,0.907352
670,0.945249
671,0.930439
672,0.959979
673,0.953487
674,0.960900
675,0.942469
676,0.857191
677,0.949938
678,0.927901
679,0.955986
680,0.925724
681,0.941656
682,0.963832
683,0.950932
684,0.933651
685,0.650835
686,0.922731
687,0.944595
688,0.962971
689,0.899904
690,0.947351
691,0.962508
692,0.934037
693,0.976152
694,0.937988
695,0.987053
696,0.936678
697,0.932741
698,0.965702
699,0.932982
700,0.866053
701,0.435404
702,0.787839
703,0.940192
704,0.792480
705,0.948900
706,0.962242
707,0.953245
708,0.951624
709,0.946741
710,0.680008
711,0.951630
712,0.929712
713,0.982049
714,0.883632
715,0.924831
716,0.960185
717,0.848274
718,0.966932
719,0.925438
720,0.911243
721,0.922540
722,0.950169
723,0.964186
724,0.933074
725,0.944621
726,0.961245
727,0.926191
728,0.960286
729,0.938470
730,0.942892
731,0.948715
732,0.908559
733,0.944340
734,0.941090
735,0.922301
736,0.965243
737,0.880836
738,0.959743
739,0.901983
740,0.974068
741,0.940533
742,0.953464
743,0.943518
744,0.806505
745,0.950569
746,0.929998
747,0.927444
748,0.956196
749,0.911391
750,0.847140
751,0.951876
752,0.921909
753,0.933098
754,0.958633
755,0.945853
756,0.950882
757,0.817143
758,0.879012
759,0.921256
760,0.946819
761,0.926526
762,0.947572
763,0.964789
764,0.921457
765,0.940478
766,0.941449
767,0.974198
768,0.932028
769,0.949574
770,0.946307
771,0.948108
772,0.949571
773,0.976148
774,0.952154
775,0.948596
776,0.950927
777,0.853119
778,0.922654
779,0.943032
780,0.798037
781,0.959676
782,0.537559
783,0.944543
784,0.938068
785,0.964186
786,0.966653
787,0.972584
788,0.821838
789,0.970780
790,0.930708
791,0.971808
792,0.975714
793,0.912674
794,0.949611
795,0.974544
796,0.489879
797,0.951750
798,0.946851
799,0.949454
800,0.945518
801,0.957638
802,0.948678
803,0.937157
804,0.985751
805,0.980894
806,0.873566
807,0.963398
808,0.955790
809,0.955491
810,0.925483
811,0.938639
812,0.923730
813,0.934338
814,0.944562
815,0.957877
816,0.968284
817,0.935565
818,0.945247
819,0.617302
820,0.945613
821,0.960344
822,0.971768
823,0.966754
824,0.972385
825,0.946086
826,0.945631
827,0.943556
828,0.811589
829,0.912231
830,0.944108
831,0.945633
832,0.947939
833,0.941164
834,0.954585
835,0.934831
836,0.905847
837,0.373867
838,0.400712
839,0.943573
840,0.890358
841,0.974701
842,0.965331
843,0.948309
844,0.951792
845,0.991292
846,0.867219
847,0.932347
848,0.944678
849,0.938373
850,0.973864
851,0.934378
852,0.971526
853,0.966478
854,0.945851
855,0.955048
856,0.934080
857,0.540481
858,0.958427
859,0.936443
860,0.910408
861,0.534952
862,0.332971
863,0.918590
864,0.949880
865,0.923253
866,0.936676
867,0.958222
868,0.966070
869,0.918725
870,0.851582
871,0.962742
872,0.819264
873,0.947913
874,0.947691
875,0.946693
876,0.713024
877,0.946660
878,0.923036
879,0.971597
880,0.970414
881,0.959206
882,0.958813
883,0.969554
884,0.901961
885,0.915750
886,0.962784
887,0.961232
888,0.935116
889,0.952546
890,0.984303
891,0.939577
892,0.931262
893,0.950816
894,0.962886
895,0.982371
896,0.867539
897,0.868396
898,0.969048
899,0.962967
900,0.938231
901,0.964709
902,0.535757
903,0.938459
904,0.955399
905,0.956250
906,0.946498
907,0.951619
908,0.304254
909,0.938884
910,0.948953
911,0.938457
912,0.952940
913,0.924189
914,0.964261
915,0.815871
916,0.948877
917,0.823854
918,0.970541
919,0.976588
920,0.842433
921,0.970366
922,0.975905
923,0.958827
924,0.944226
925,0.499423
926,0.934841
927,0.956707
928,0.784159
929,0.936396
930,0.950791
931,0.957033
932,0.934253
933,0.935776
934,0.945305
935,0.966224
936,0.922037
937,0.956446
938,0.807085
939,0.825323
940,0.934392
941,0.958569
942,0.943854
943,0.965442
944,0.981137
945,0.900241
946,0.963845
947,0.858682
948,0.889841
949,0.917168
950,0.954493
951,0.990636
952,0.765171
953,0.962434
954,0.924733
955,0.779915
956,0.949861
957,0.906736
958,0.964598
959,0.957422
960,0.968729
961,0.987309
962,0.964781
963,0.957093
964,0.966579
965,0.502676
966,0.827441
967,0.960585
968,0.944843
969,0.958946
970,0.945783
971,0.938280
972,0.953710
973,0.939069
974,0.962242
975,0.944132
976,0.932046
977,0.950198
978,0.966012
979,0.920045
980,0.949059
981,0.946363
982,0.969457
983,0.937207
984,0.965286
985,0.796652
986,0.958082
987,0.974226
988,0.947371
989,0.942163
990,0.916697
991,0.948679
992,0.968204
993,0.949450
994,0.951774
995,0.936664
996,0.974370
997,0.958440
998,0.962579
999,0.957675
1000,0.908036
1001,0.845189
1002,0.987211
1003,0.966419
1004,0.887852
1005,0.929295
1006,0.954350
1007,0.940712
1008,0.956259
1009,0.963574
1010,0.956827
1011,0.929754
1012,0.869018
1013,0.970067
1014,0.943209
1015,0.282771
1016,0.829648
1017,0.902901
1018,0.924873
1019,0.771932
1020,0.954337
1021,0.806794
1022,0.954127
1023,0.948832
1024,0.948353
1025,0.974668
1026,0.955148
1027,0.970059
1028,0.930558
1029,0.958913
1030,0.666086
1031,0.948046
1032,0.955278
1033,0.962308
1034,0.778977
1035,0.932106
1036,0.975603
1037,0.976544
1038,0.948655
1039,0.949327
1040,0.823348
1041,0.955598
1042,0.945053
1043,0.954252
1044,0.952987
1045,0.702247
1046,0.991068
1047,0.975997
1048,0.959356
1049,0.972039
1050,0.967278
1051,0.937141
1052,0.939843
1053,0.972061
1054,0.953010
1055,0.965735
1056,0.962485
1057,0.715334
1058,0.947825
1059,0.946047
1060,0.928780
1061,0.947143
1062,0.966953
1063,0.908450
1064,0.967395
1065,0.958455
1066,0.935467
1067,0.955186
1068,0.956423
1069,0.144076
1070,0.965652
1071,0.909028
1072,0.913918
1073,0.896677
1074,0.942211
1075,0.948191
1076,0.881866
1077,0.959173
1078,0.935484
1079,0.912448
1080,0.931979
1081,0.957995
1082,0.952705
1083,0.953182
1084,0.920740
1085,0.965460
1086,0.930735
1087,0.970738
1088,0.978973
1089,0.920952
1090,0.948550
1091,0.937323
1092,0.948788
1093,0.949561
1094,0.931223
1095,0.959588
1096,0.935343
1097,0.954992
1098,0.951763
1099,0.604036
1100,0.955834
1101,0.856847
1102,0.938502
1103,0.956222
1104,0.896462
1105,0.931497
1106,0.915402
1107,0.940087
1108,0.957060
1109,0.929869
1110,0.944549
1111,0.969228
1112,0.973823
1113,0.963068
1114,0.964337
1115,0.963192
1116,0.864561
1117,0.874785
1118,0.702756
1119,0.936192
1120,0.943022
1121,0.450690
1122,0.971992
1123,0.914721
1124,0.954396
1125,0.986362
1126,0.914298
1127,0.950114
1128,0.958049
1129,0.950967
1130,0.979904
1131,0.954595
1132,0.836358
1133,0.945928
1134,0.919158
1135,0.954094
1136,0.977805
1137,0.959965
1138,0.937727
1139,0.948337
1140,0.950382
1141,0.956767
1142,0.932048
1143,0.934825
1144,0.934392
1145,0.947993
1146,0.922112
1147,0.949822
1148,0.931832
1149,0.911682
1150,0.972538
1151,0.917333
1152,0.943313
1153,0.966883
1154,0.914283
1155,0.939681
1156,0.924911
1157,0.947829
1158,0.933144
1159,0.943411
1160,0.966993
1161,0.943452
1162,0.975505
1163,0.937949
1164,0.937164
1165,0.944907
1166,0.975089
1167,0.961080
1168,0.938594
1169,0.942652
1170,0.888448
1171,0.952262
1172,0.974860
1173,0.961448
1174,0.964708
1175,0.699444
1176,0.967009
1177,0.929770
1178,0.956002
1179,0.589786
1180,0.964015
1181,0.892210
1182,0.957371
1183,0.962900
1184,0.959443
1185,0.959450
1186,0.960901
1187,0.950806
1188,0.801766
1189,0.958060
1190,0.973894
1191,0.946539
1192,0.955453
1193,0.910654
1194,0.921713
1195,0.938807
1196,0.973283
1197,0.949478
1198,0.930478
1199,0.906402
1200,0.504686
1201,0.944463
1202,0.977460
1203,0.901618
1204,0.935910
1205,0.947005
1206,0.944859
1207,0.951988
1208,0.784798
1209,0.943772
1210,0.922855
1211,0.948404
1212,0.950842
1213,0.950754
1214,0.963986
1215,0.962032
1216,0.918619
1217,0.935687
1218,0.967055
1219,0.942990
1220,0.750293
1221,0.961894
1222,0.955171
1223,0.951518
1224,0.950613
1225,0.594016
1226,0.986218
1227,0.981163
1228,0.847619
1229,0.984787
1230,0.964010
1231,0.770750
1232,0.978166
1233,0.945031
1234,0.964099
1235,0.771420
1236,0.943762
1237,0.874805
1238,0.968382
1239,0.951754
1240,0.493409
1241,0.943907
1242,0.991288
1243,0.954919
1244,0.945526
1245,0.789539
1246,0.914635
1247,0.926298
1248,0.932050
1249,0.915354
1250,0.899679
1251,0.911372
1252,0.942440
1253,0.947020
1254,0.934468
1255,0.819561
1256,0.921379
1257,0.956564
1258,0.950234
1259,0.940648
1260,0.946766
1261,0.963142
1262,0.938498
1263,0.947966
1264,0.985096
1265,0.911703
1266,0.922438
1267,0.976851
1268,0.860232
1269,0.857304
1270,0.920216
1271,0.924652
1272,0.963460
1273,0.929828
1274,0.940650
1275,0.956517
1276,0.962081
1277,0.945246
1278,0.895861
1279,0.913525
1280,0.965800
1281,0.933744
1282,0.938102
1283,0.877304
1284,0.945832
1285,0.949002
1286,0.916656
1287,0.936977
1288,0.859728
1289,0.984218
1290,0.966669
1291,0.943543
1292,0.954498
1293,0.911346
1294,0.929909
1295,0.939272
1296,0.962779
1297,0.883479
1298,0.516219
1299,0.864254
1300,0.916989
1301,0.961842
1302,0.771812
1303,0.814400
1304,0.926624
1305,0.891623
1306,0.936812
1307,0.897728
1308,0.968247
1309,0.937079
1310,0.972561
1311,0.953371
1312,0.963026
1313,0.945138
1314,0.970342
1315,0.957716
1316,0.961998
1317,0.417528
1318,0.956547
1319,0.951455
1320,0.951951
1321,0.961168
1322,0.865672
1323,0.870983
1324,0.733695
1325,0.958815
1326,0.940956
1327,0.946484
1328,0.959245
1329,0.952706
1330,0.928752
1331,0.601249
1332,0.807011
1333,0.632276
1334,0.951640
1335,0.922578
1336,0.941889
1337,0.941054
1338,0.974068
1339,0.973701
1340,0.964425
1341,0.946299
1342,0.946578
1343,0.982542
1344,0.945270
1345,0.945969
1346,0.954686
1347,0.896583
1348,0.978330
1349,0.781445
1350,0.888388
1351,0.935609
1352,0.922569
1353,0.931692
1354,0.974002
1355,0.917374
1356,0.941191
1357,0.969900
1358,0.958323
1359,0.961956
1360,0.977185
1361,0.960330
1362,0.965755
1363,0.954101
1364,0.787899
1365,0.958792
1366,0.940732
1367,0.931330
1368,0.937730
1369,0.937016
1370,0.936248
1371,0.942120
1372,0.941068
1373,0.929716
1374,0.953294
1375,0.932749
1376,0.951397
1377,0.952548
1378,0.765893
1379,0.950823
1380,0.922397
1381,0.942218
1382,0.772043
1383,0.958372
1384,0.939532
1385,0.383277
1386,0.474875
1387,0.929896
1388,0.963830
1389,0.959208
1390,0.985392
1391,0.955429
1392,0.955749
1393,0.925312
1394,0.543877
1395,0.951332
1396,0.933603
1397,0.968922
1398,0.935490
1399,0.948092
1400,0.938841
1401,0.926310
1402,0.924741
1403,0.964877
1404,0.960986
1405,0.914635
1406,0.943211
1407,0.969545
1408,0.952887
1409,0.922774
1410,0.846623
1411,0.970613
1412,0.950584
1413,0.725070
1414,0.900343
1415,0.791302
1416,0.968401
1417,0.954552
1418,0.698951
1419,0.955831
1420,0.504724
1421,0.920472
1422,0.948452
1423,0.930388
1424,0.925812
1425,0.945804
1426,0.916634
1427,0.882932
1428,0.968408
1429,0.932250
1430,0.966347
1431,0.949774
1432,0.933871
1433,0.953146
1434,0.965568
1435,0.960991
1436,0.900989
1437,0.950333
1438,0.973957
1439,0.952591
1440,0.947467
1441,0.942341
1442,0.932538
1443,0.912814
1444,0.974569
1445,0.960359
1446,0.935627
1447,0.955782
1448,0.975044
1449,0.973403
1450,0.949704
1451,0.492559
1452,0.799410
1453,0.973896
1454,0.929630
1455,0.924076
1456,0.951393
1457,0.911796
1458,0.951928
1459,0.950887
1460,0.929974
1461,0.950466
1462,0.974882
1463,0.967521
1464,0.955701
1465,0.688044
1466,0.975995
1467,0.894556
1468,0.885797
1469,0.951135
1470,0.967296
1471,0.951980
1472,0.943671
1473,0.949646
1474,0.973077
1475,0.945882
1476,0.952140
1477,0.953922
1478,0.928590
1479,0.950366
1480,0.959554
1481,0.956437
1482,0.946613
1483,0.948105
1484,0.942169
1485,0.953010
1486,0.946121
1487,0.835907
1488,0.956084
1489,0.963033
1490,0.860295
1491,0.925690
1492,0.952969
1493,0.953833
1494,0.939873
1495,0.932949
1496,0.892201
1497,0.972131
1498,0.939380
1499,0.942132
1500,0.763265
1501,0.939545
1502,0.955743
1503,0.949709
1504,0.416003
1505,0.918188
1506,0.944423
1507,0.869062
1508,0.951784
1509,0.956300
1510,0.950138
1511,0.953273
1512,0.901754
1513,0.943160
1514,0.949298
1515,0.556492
1516,0.978358
1517,0.884723
1518,0.782928
1519,0.919814
1520,0.944043
1521,0.881053
1522,0.874962
1523,0.929426
1524,0.877385
1525,0.936471
1526,0.940308
1527,0.947491
1528,0.953834
1529,0.956298
1530,0.944594
1531,0.934810
1532,0.986314
1533,0.912726
1534,0.936678
1535,0.857101
1536,0.964476
1537,0.873187
1538,0.956224
1539,0.948301
1540,0.930967
1541,0.973908
1542,0.954254
1543,0.277814
1544,0.966772
1545,0.988956
1546,0.972009
1547,0.932671
1548,0.961377
1549,0.974392
1550,0.588071
1551,0.957453
1552,0.847325
1553,0.948508
1554,0.978703
1555,0.972719
1556,0.954774
1557,0.959252
1558,0.964943
1559,0.943798
1560,0.954626
1561,0.918480
1562,0.944327
1563,0.882162
1564,0.818499
1565,0.921435
1566,0.925195
1567,0.899706
1568,0.947025
1569,0.948915
1570,0.962745
1571,0.940909
1572,0.761534
1573,0.930882
1574,0.915688
1575,0.899782
1576,0.962241
1577,0.223215
1578,0.964340
1579,0.962178
1580,0.937516
1581,0.952626
1582,0.956680
1583,0.960372
1584,0.946707
1585,0.901217
1586,0.961327
1587,0.961381
1588,0.790207
1589,0.953955
1590,0.962333
1591,0.958199
1592,0.947529
1593,0.942552
1594,0.923821
1595,0.960199
1596,0.953557
1597,0.924405
1598,0.978721
1599,0.964563
1600,0.298306
1601,0.934880
1602,0.981722
1603,0.490759
1604,0.952228
1605,0.873964
1606,0.969014
1607,0.981762
1608,0.972636
1609,0.948137
1610,0.892335
1611,0.913911
1612,0.951582
1613,0.951630
1614,0.944984
1615,0.456457
1616,0.951506
1617,0.943002
1618,0.949206
1619,0.860374
1620,0.943247
1621,0.202629
1622,0.958122
1623,0.950673
1624,0.945761
1625,0.958561
1626,0.953924
1627,0.937889
1628,0.836293
1629,0.874246
1630,0.924729
1631,0.967822
1632,0.930378
1633,0.959677
1634,0.963103
1635,0.760880
1636,0.956648
1637,0.913911
1638,0.912041
1639,0.938729
1640,0.950133
1641,0.926876
1642,0.933754
1643,0.955780
1644,0.701806
1645,0.669221
1646,0.947918
1647,0.957915
1648,0.940758
1649,0.937981
1650,0.965033
1651,0.880325
1652,0.940894
1653,0.968663
1654,0.803862
1655,0.959923
1656,0.973587
1657,0.953795
1658,0.835881
1659,0.942117
1660,0.944883
1661,0.941130
1662,0.927573
1663,0.781445
1664,0.984820
1665,0.938326
1666,0.235646
1667,0.893589
1668,0.899882
1669,0.926502
1670,0.795767
1671,0.954293
1672,0.230780
1673,0.928554
1674,0.957150
1675,0.974658
1676,0.966706
1677,0.952131
1678,0.954344
1679,0.829723
1680,0.942179
1681,0.976298
1682,0.937152
1683,0.969702
1684,0.956446
1685,0.985181
1686,0.973209
1687,0.961254
1688,0.968624
1689,0.948331
1690,0.949100
1691,0.946155
1692,0.968920
1693,0.932728
1694,0.953627
1695,0.931979
1696,0.943707
1697,0.605841
1698,0.970043
1699,0.946393
1700,0.629822
1701,0.951499
1702,0.947308
1703,0.930659
1704,0.932636
1705,0.953180
1706,0.955054
1707,0.709036
1708,0.944729
1709,0.990974
1710,0.946653
1711,0.926653
1712,0.954197
1713,0.960389
1714,0.903181
1715,0.938726
1716,0.937387
1717,0.922226
1718,0.953288
1719,0.946465
1720,0.896538
1721,0.954257
1722,0.932664
1723,0.904086
1724,0.967037
1725,0.955569
1726,0.913380
1727,0.955720
1728,0.951135
1729,0.443863
1730,0.947791
1731,0.906713
1732,0.879242
1733,0.722676
1734,0.956556
1735,0.950575
1736,0.963734
1737,0.965092
1738,0.943641
1739,0.906000
1740,0.945704
1741,0.966627
1742,0.923104
1743,0.878650
1744,0.931410
1745,0.914525
1746,0.957121
1747,0.952510
1748,0.976023
1749,0.952621
1750,0.960107
1751,0.905096
1752,0.957573
1753,0.946647
1754,0.435192
1755,0.903296
1756,0.935727
1757,0.949618
1758,0.958551
1759,0.955328
1760,0.951299
1761,0.919759
1762,0.956613
1763,0.980892
1764,0.932905
1765,0.906179
1766,0.950612
1767,0.954148
1768,0.615007
1769,0.579890
1770,0.946331
1771,0.945039
1772,0.383277
1773,0.948541
1774,0.949331
1775,0.962089
1776,0.943711
1777,0.942470
1778,0.943649
1779,0.907829
1780,0.813621
1781,0.961679
1782,0.968435
1783,0.939941
1784,0.955291
1785,0.951798
1786,0.957920
1787,0.664109
1788,0.911932
1789,0.947056
1790,0.921322
1791,0.938810
1792,0.950366
1793,0.953885
1794,0.944265
1795,0.911762
1796,0.990167
1797,0.928545
1798,0.965777
1799,0.924793
1800,0.972349
1801,0.955612
1802,0.654887
1803,0.953274
1804,0.925923
1805,0.943001
1806,0.955978
1807,0.965171
1808,0.959227
1809,0.937863
1810,0.943671
1811,0.970675
1812,0.960117
1813,0.972361
1814,0.985026
1815,0.927338
1816,0.979449
1817,0.924140
1818,0.941960
1819,0.918774
1820,0.931030
1821,0.946012
1822,0.962279
1823,0.921648
1824,0.927939
1825,0.896078
1826,0.815187
1827,0.944758
1828,0.904765
1829,0.925312
1830,0.982419
1831,0.866870
1832,0.946406
1833,0.944995
1834,0.961150
1835,0.945638
1836,0.952960
1837,0.979411
1838,0.967730
1839,0.965198
1840,0.929740
1841,0.969300
1842,0.947802
1843,0.942188
1844,0.953061
1845,0.945802
1846,0.942230
1847,0.933901
1848,0.983211
1849,0.896063
1850,0.975436
1851,0.963286
1852,0.964679
1853,0.957995
1854,0.810041
1855,0.964042
1856,0.946062
1857,0.973684
1858,0.972083
1859,0.955135
1860,0.898185
1861,0.925194
1862,0.959560
1863,0.947473
1864,0.943951
1865,0.965471
1866,0.958303
1867,0.938674
1868,0.947917
1869,0.946278
1870,0.965594
1871,0.952693
1872,0.595439
1873,0.939908
